-2.100000199999999938e-03,0.000000000000000000e+00,-2.100000199999999938e-03,7.999999821200000361e-02
-2.098000100000000073e-03,0.000000000000000000e+00,-2.098000100000000073e-03,0.000000000000000000e+00
-2.096000099999999807e-03,7.999999821200000361e-02,-2.096000099999999807e-03,0.000000000000000000e+00
-2.094000099999999975e-03,0.000000000000000000e+00,-2.094000099999999975e-03,7.999999821200000361e-02
-2.092000100000000144e-03,0.000000000000000000e+00,-2.092000100000000144e-03,7.999999821200000361e-02
-2.090000099999999878e-03,0.000000000000000000e+00,-2.090000099999999878e-03,7.999999821200000361e-02
-2.088000100000000046e-03,0.000000000000000000e+00,-2.088000100000000046e-03,0.000000000000000000e+00
-2.086000100000000215e-03,7.999999821200000361e-02,-2.086000100000000215e-03,0.000000000000000000e+00
-2.084000300000000017e-03,0.000000000000000000e+00,-2.084000300000000017e-03,0.000000000000000000e+00
-2.082000300000000186e-03,0.000000000000000000e+00,-2.082000300000000186e-03,7.999999821200000361e-02
-2.080000199999999886e-03,0.000000000000000000e+00,-2.080000199999999886e-03,0.000000000000000000e+00
-2.078000200000000054e-03,0.000000000000000000e+00,-2.078000200000000054e-03,0.000000000000000000e+00
-2.076000199999999789e-03,0.000000000000000000e+00,-2.076000199999999789e-03,7.999999821200000361e-02
-2.074000199999999957e-03,0.000000000000000000e+00,-2.074000199999999957e-03,7.999999821200000361e-02
-2.072000200000000125e-03,0.000000000000000000e+00,-2.072000200000000125e-03,0.000000000000000000e+00
-2.070000199999999860e-03,0.000000000000000000e+00,-2.070000199999999860e-03,7.999999821200000361e-02
-2.068000099999999994e-03,0.000000000000000000e+00,-2.068000099999999994e-03,7.999999821200000361e-02
-2.066000100000000162e-03,0.000000000000000000e+00,-2.066000100000000162e-03,0.000000000000000000e+00
-2.064000099999999897e-03,0.000000000000000000e+00,-2.064000099999999897e-03,0.000000000000000000e+00
-2.062000100000000065e-03,7.999999821200000361e-02,-2.062000100000000065e-03,7.999999821200000361e-02
-2.060000099999999799e-03,0.000000000000000000e+00,-2.060000099999999799e-03,0.000000000000000000e+00
-2.058000099999999968e-03,0.000000000000000000e+00,-2.058000099999999968e-03,7.999999821200000361e-02
-2.056000100000000136e-03,0.000000000000000000e+00,-2.056000100000000136e-03,7.999999821200000361e-02
-2.054000299999999939e-03,0.000000000000000000e+00,-2.054000299999999939e-03,0.000000000000000000e+00
-2.052000300000000107e-03,0.000000000000000000e+00,-2.052000300000000107e-03,7.999999821200000361e-02
-2.050000199999999807e-03,0.000000000000000000e+00,-2.050000199999999807e-03,7.999999821200000361e-02
-2.048000199999999976e-03,0.000000000000000000e+00,-2.048000199999999976e-03,0.000000000000000000e+00
-2.046000200000000144e-03,-7.999999821200000361e-02,-2.046000200000000144e-03,0.000000000000000000e+00
-2.044000199999999878e-03,0.000000000000000000e+00,-2.044000199999999878e-03,7.999999821200000361e-02
-2.042000200000000047e-03,0.000000000000000000e+00,-2.042000200000000047e-03,7.999999821200000361e-02
-2.040000200000000215e-03,0.000000000000000000e+00,-2.040000200000000215e-03,0.000000000000000000e+00
-2.038000199999999949e-03,0.000000000000000000e+00,-2.038000199999999949e-03,7.999999821200000361e-02
-2.036000100000000083e-03,0.000000000000000000e+00,-2.036000100000000083e-03,7.999999821200000361e-02
-2.034000099999999818e-03,0.000000000000000000e+00,-2.034000099999999818e-03,0.000000000000000000e+00
-2.032000099999999986e-03,7.999999821200000361e-02,-2.032000099999999986e-03,7.999999821200000361e-02
-2.030000100000000154e-03,0.000000000000000000e+00,-2.030000100000000154e-03,7.999999821200000361e-02
-2.028000099999999889e-03,0.000000000000000000e+00,-2.028000099999999889e-03,0.000000000000000000e+00
-2.026000100000000057e-03,0.000000000000000000e+00,-2.026000100000000057e-03,7.999999821200000361e-02
-2.024000000000000191e-03,0.000000000000000000e+00,-2.024000000000000191e-03,0.000000000000000000e+00
-2.022000300000000028e-03,0.000000000000000000e+00,-2.022000300000000028e-03,7.999999821200000361e-02
-2.020000200000000162e-03,-7.999999821200000361e-02,-2.020000200000000162e-03,0.000000000000000000e+00
-2.018000199999999897e-03,0.000000000000000000e+00,-2.018000199999999897e-03,7.999999821200000361e-02
